Red,redProductName,redProductPrice,redProductLink,redProductImage,Yellow & Orange,yellowProductName,yellowProductPrice,yellowProductLink,yellowProductImage,"White, Tan & Brown",whiteProductName,whiteProductPrice,whiteProductLink,whiteProductImage,Green,greenProductName,greenProductPrice,greenProductLink,greenProductImage,Blue & Purple,blueProductName,blueProductPrice,blueProductLink,blueProductImage,Recipes
Red beans,Pasar Red Bean,$2.80,https://www.fairprice.com.sg/search?query=Red beans,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13206571_XL1_20221215.jpg,Pumpkin,Orgo Fresh Pumpkin (Whole) (Pumkin),$4.38,https://www.fairprice.com.sg/search?query=Pumpkin,https://media.nedigital.sg/fairprice/90145601_XL1_20240723225330_a3df834df2970a42e133e219a4b67fdc.jpg,Black eye beans,Pasar Dried Black Eye Beans,$1.37,https://www.fairprice.com.sg/search?query=Black eye beans,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10521213_XL1_20221215.jpg,Lettuce,Pasar Iceberg Lettuce,$2.35,https://www.fairprice.com.sg/search?query=Lettuce,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13242068_XL1_20240115.jpg,Black lentils,Kitchen Xpress Black Urid Whole 1 Kg -- By Dashmesh,$3.84,https://www.fairprice.com.sg/product/kitchen-xpress-black-urid-whole-1-kg-by-dashmesh-1-kg-90022516,https://media.nedigital.sg/fairprice/90022516_XL1_20240801154208_3fe06fbbd6328ce557bcb043dbaafa69.jpg,"Total time: 50 mins, Serves 4

Dal Makhani (Indian Black Lentils)
Ingredients
2 cups urad dal (Indian black lentils) 
2 tablespoons avocado or neutral oil 
1 red onion, finely chopped 
2 heaped teaspoons minced ginger 
1.5 tablespoons Garam Masala 
½ teaspoon Red Chili Powder
1 cup chopped tomatoes in their juices
Salt to taste
2 tablespoons butter or vegan butter
1 tablespoon Greek or plant based yourt 
Pinch of salt 
Pinch of ground cumin
Pinch of red chili powder
1 teaspoon freshly chopped cilantro

Instructions
Rinse the lentils a few times and soak them in water for 6-12 hours. Drain and cook in an instant pot or pressure cooker with 4 cups of water on high pressure for 30 minutes. If you don’t have an instant pot, cook the lentils with 4-6 cups of water in a pot with a lid on medium low heat for 4-6 hours like you would beans.

Once the lentils have softened, prepare your masala. Heat the oil on medium high heat until it shimmers. Add the onions and cook for 3-5 minutes until softened. Add the ginger and cook for just a minute until fragrant.

Add the spices and cook for a minute until aromatic. Add the tomatoes and cook for 5 minutes sautéing often. Transfer the onion, spice, tomato mixture to the cooked lentils and stir well. At this point, you can add more water to the lentils if you’d like a soupier texture. Add salt to taste and simmer the lentils with the spices for 10 minutes. Stir in the butter.

Whisk the yogurt with the salt, cumin, chili and a splash of water until smooth. Drizzle the spiced yogurt onto the lentils, top with fresh cilantro and enjoy.

Source: https://www.laboiteny.com/blogs/recipes/dal-makhani-black-lentils"
Red lentils,shahi Golden Shahi Golden Masoor Dhal Split (Red Lentils),$3.85,https://www.fairprice.com.sg/search?query=Red lentils,https://media.nedigital.sg/fairprice/90014866_XL1_20240710225752_8c2eb5af9b003ea7ab8d42904567dd15.jpg,Passionfruit yellow,YayaPapaya Passionfruit Yellow,$9.65,https://www.fairprice.com.sg/search?query=Passionfruit yellow,https://media.nedigital.sg/fairprice/90090833_XL1_20240723132122_cc4313aaf0178e51ee05fd4135bf9c08.jpg,Guava,Pasar Malaysia Seedless Guava,$2.95,https://www.fairprice.com.sg/search?query=Guava,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10828717_XL1_20221123.jpg,Okra,Simply Finest Lady Finger,$1.36,https://www.fairprice.com.sg/search?query=Okra,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11629349_XL1_20220303.jpg,Purple Potatoes,Orgo Fresh Royal Purple Honey Sweet Potato,$4.22,https://www.fairprice.com.sg/search?query=Purple Potatoes,https://media.nedigital.sg/fairprice/90150285_XL1_20240723235813_1ff26bcb53eaaf59722b0aa40f470bbf.jpg,"Total time: 30 mins, Serves: 5

Spiced Okra and Purple Potato Saute
Ingredients:
2 medium purple potatoes, diced
2 cups fresh okra, sliced into 1/2 inch pieces
1 small onion, diced
2 cloves garlic, minced
1 tablespoon oil
1 teaspoon cumin seeds
1/2 teaspoon turmeric
1/2 teaspoon chili powder (adjust to taste)
Salt to taste
Fresh cilantro for garnish (optional)

Instructions: 
Heat oil in a large skillet over medium heat. Add cumin seeds and let them sizzle for about 30 seconds.
Add diced onion and sautÃ© until translucent, about 3-4 minutes. Add minced garlic and cook for another minute.
Add the diced purple potatoes to the pan. Cover and cook for about 7-10 minutes, stirring occasionally, until the potatoes are nearly tender.
Add the sliced okra, turmeric, chili powder, and salt. Stir to combine and cook uncovered for about 5-7 minutes, stirring occasionally.
Continue cooking until both the potatoes and okra are tender and slightly crispy on the edges. Be careful not to overcook the okra to avoid it becoming slimy.
Taste and adjust seasoning if needed. Garnish with fresh cilantro if desired."
Red cabbage,Grozer Red Cabbage,$3.14,https://www.fairprice.com.sg/search?query=Red cabbage,https://media.nedigital.sg/fairprice/90100712_XL1_20240723200824_8be5e17e63d44511e2ea551967aff79a.jpg,Corn,Pasar Sweet Corn,$1.57,https://www.fairprice.com.sg/search?query=Corn,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10388088_XL1_20221122.jpg,Daikon radish,Grozer Daikon White Radish,$3.14,https://www.fairprice.com.sg/search?query=Daikon radish,https://media.nedigital.sg/fairprice/90075818_XL1_20240724074007_b71a346c661c52e83a4ff6d643d83837.jpg,Peas,Pasar Snow Peas ,$1.25,https://www.fairprice.com.sg/search?query=Peas,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10419673_XL1_20221122.jpg,Raisins,Sun-Maid Natural California Raisins - Mini Pack,$3.80,https://www.fairprice.com.sg/search?query=Raisins,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/275885_XL1.jpg,"Total time: 40 mins, Serves: 4

Simmered Daikon Radish Recipe
Ingredients:
1 lb. Daikon radish, see notes for substitute
1 lb. Chicken thighs, boneless and skinless
3.5 oz brown or white beech mushroom, optional
1 tsp arrowroot starch
1.5 tbsp avocado oil
2-2.5 tsp grated ginger
1 tsp coarse sea salt, plus more to taste
1 cup chicken or vegetable stock
1 to 1.5 tbsp yuzu juice, see notes for substitute
1.5 tbsp coconut aminos
1-2 bulbs scallions, chopped

Instructions: 
Slice off both ends of the daikon radish. Rinse and scrub under tap water. Pat dry and use a peeler to peel off the outer skin. Dice it to cube shape, about 1 to 1 ½ -inch cubes.

Dice the chicken to 1 ½ -inch bite sizes. Slice off the bottom end of the mushrooms and break them to pieces, if using. In a small bowl, make a slurry with arrowroot starch and 1 tbsp water.


Preheat a large stir-fry pan or Dutch oven over medium heat until it feels warm when placing your palm near the surface, about 2-3 inches away. Add the oil, chicken, ginger, and 1 tsp salt. Saute over medium-high heat for about 3 minutes.
Add stock, daikon radish, and mushrooms. Make sure the radish cubes are in contact with the liquid. Cover with a lid and bring it to boil, about 3-4 minutes.

Then lower the heat to medium-low and simmer for 15-20 minutes or until the daikon turns soft and can easily be poked through with a fork or chopstick. The color will turn from pale to translucent. Stir the pot periodically to ensure even cooking.

Season with yuzu juice and coconut aminos. Stir the slurry one more time before adding it to the pot. Gently toss for 30 seconds to thicken the sauce. Off heat, taste and add more salt, if desired.
Season with coconut aminos and yuzu sauce

Garnish with scallions. Serve warm.

Source: https://iheartumami.com/simmered-daikon-radish/"
Pink Guava,Taiwan Pink Guava,$5.20,https://www.fairprice.com.sg/search?query=Pink Guava,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13018626_XL1_20230309.jpg,Sweet Potatoes,Vietnam Prepacked Japanese Sweet Potato,$2.80,https://www.fairprice.com.sg/search?query=Sweet Potatoes,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13067743_XL1_20230829.jpg,White corn,Yuan Zhen Yuan Super Sweet White Corn,$6.96,https://www.fairprice.com.sg/search?query=White corn,https://media.nedigital.sg/fairprice/90169095_XL1_20240723185046_ecfc8e84a1d196a7397aea431c0ce035.jpg,Green Peppers,Green Earth Cayenne Pepper,$4.20,https://www.fairprice.com.sg/search?query=Green Peppers,https://media.nedigital.sg/fairprice/90031189_XL1_20240721163531_14a23de48d88325450e1bf82af3984f1.jpg,Purple Carrots,"MMMM Mixed Baby Carrots, Australia",$9.00,https://www.fairprice.com.sg/product/mmmm-mixed-baby-carrots-australia-250-g-90090420,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/90090420_XL1_20210725.jpg,"Total time: 45 mins, Serves: 4

Lentil and vegetable soup with crusty bread
Ingredients: 
Spray cooking oil
1 large red onion, finely diced
2 sticks celery, trimmed, diced
2 cloves garlic, peeled, finely diced
1 teaspoon ground turmeric
1 teaspoon ground cumin
1 medium sweet potato, peeled, cut into small cubes
4 medium sized tomatoes, roughly chopped
600 g canned no added salt brown lentils, drained, rinsed
300 ml reduced salt vegetable stock (see tips)
700 ml water
3 cups baby spinach leaves
1 tablespoon parsley, roughly chopped, to serve
4 slices crusty multigrain bread, toasted, to serve

Instructions:
Step 1 - Place a large pot over medium heat and spray with olive oil. Cook onion, celery and garlic and cook for 1-2 minutes, or until just softened.
Step 2 - Add the spices to the pan and cook for another 1-2 minutes until fragrant.
Step 3 - Add sweet potato, tomatoes, lentils, vegetable stock and water to the pot and bring to the boil. Reduce heat and simmer, partially covered, for 20-25 minutes or until sweet potato is tender, cooked through and soup has thickened. Stir through spinach.
Step 4 - Divide the soup between 4 bowls and serve with chopped parsley, cracked pepper and grainy bread.

Source: https://www.heartfoundation.org.au/recipes/lentil-and-vegetable-soup-with-crusty-bread"
Beets,Vietnam Beetroot,$2.99,https://www.fairprice.com.sg/product/vietnam-beetroot-500-g-90135064,https://media.nedigital.sg/fairprice/90135064_XL1_20240802101738_b41b7918258f1763d01193e9f1e0ba76.jpg,Yellow Tomatoes,Yuan Zhen Yuan Yellow Cherry Tomato,$2.72,https://www.fairprice.com.sg/search?query=Yellow Tomatoes,https://media.nedigital.sg/fairprice/90175095_XL1_20240723200927_2f6671187bbc1e48e745c75669a1f32b.jpg,Shallots,Fresh Shallot (Prepacked),$1.98,https://www.fairprice.com.sg/search?query=Shallots,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13136365_XL1_20221122.jpg,Snow Peas,Pasar Snow Peas ,$1.25,https://www.fairprice.com.sg/search?query=Snow Peas,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10419673_XL1_20221122.jpg,Black Olives,Borges Black Olives - Pitted,$4.79,https://www.fairprice.com.sg/search?query=Black Olives,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13003761_XL1_20211122.jpg,"Total time: 30 mins, Serves: 4

Sauteed Green Beans with Black Olives
Ingredients: 
1 large bunch fresh green beans trimmed and cleaned
1/4 cup black olives pitted and sliced
1 large spring onion finely slices cross ways
1 tablespoon olive oil
2 garlic cloves crushed
Sea salt to taste

Instructions:
Blanch the beans and then steam for about 5 minutes. Remove from heat.
Heat a large skillet and add olive oil, garlic and spring onion. Cook for about 5 minutes or until browned an slightly softened. Add the beans and reduce heat to medium. Cook for about 7-8 minutes or until the beans have reached a tenderness that you like. Add black olives and give a quick stir. Remove from heat and serve. Simple and delicious!

Source: https://juliascuisine.com/sauteed-green-beans-with-black-olives/"
Red Onions,Chef Red Onion - Large,$1.85,https://www.fairprice.com.sg/search?query=Red Onions,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10736396_XL1_20230525.jpg,Yellow zucchini,Malaysia Farmy Farmy Zucchini Yellow,$4.99,https://www.fairprice.com.sg/search?query=Yellow zucchini,https://media.nedigital.sg/fairprice/90148219_XL1_20240723104230_ded562696365a48012b148ef1e5854cf.jpg,Daikon radish,Grozer Daikon White Radish,$3.14,https://www.fairprice.com.sg/search?query=Daikon radish,https://media.nedigital.sg/fairprice/90075818_XL1_20240724074007_b71a346c661c52e83a4ff6d643d83837.jpg,Spinach,Chef Chinese Spinach (Phuay Leng),$1.38,https://www.fairprice.com.sg/search?query=Spinach,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13236468_XL1_20230919.jpg,Raisins,Sun-Maid Natural California Raisins - Mini Pack,$3.80,https://www.fairprice.com.sg/search?query=Raisins,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/275885_XL1.jpg,"Total time: 40 mins, Serves: 4

Simmered Daikon Radish Recipe
Ingredients:
1 lb. Daikon radish, see notes for substitute
1 lb. Chicken thighs, boneless and skinless
3.5 oz brown or white beech mushroom, optional
1 tsp arrowroot starch
1.5 tbsp avocado oil
2-2.5 tsp grated ginger
1 tsp coarse sea salt, plus more to taste
1 cup chicken or vegetable stock
1 to 1.5 tbsp yuzu juice, see notes for substitute
1.5 tbsp coconut aminos
1-2 bulbs scallions, chopped

Instructions: 
Slice off both ends of the daikon radish. Rinse and scrub under tap water. Pat dry and use a peeler to peel off the outer skin. Dice it to cube shape, about 1 to 1 ½ -inch cubes.

Dice the chicken to 1 ½ -inch bite sizes. Slice off the bottom end of the mushrooms and break them to pieces, if using. In a small bowl, make a slurry with arrowroot starch and 1 tbsp water.


Preheat a large stir-fry pan or Dutch oven over medium heat until it feels warm when placing your palm near the surface, about 2-3 inches away. Add the oil, chicken, ginger, and 1 tsp salt. Saute over medium-high heat for about 3 minutes.
Add stock, daikon radish, and mushrooms. Make sure the radish cubes are in contact with the liquid. Cover with a lid and bring it to boil, about 3-4 minutes.

Then lower the heat to medium-low and simmer for 15-20 minutes or until the daikon turns soft and can easily be poked through with a fork or chopstick. The color will turn from pale to translucent. Stir the pot periodically to ensure even cooking.

Season with yuzu juice and coconut aminos. Stir the slurry one more time before adding it to the pot. Gently toss for 30 seconds to thicken the sauce. Off heat, taste and add more salt, if desired.
Season with coconut aminos and yuzu sauce

Garnish with scallions. Serve warm.

Source: https://iheartumami.com/simmered-daikon-radish/"
Radishes,Grozer Daikon White Radish,$3.14,https://www.fairprice.com.sg/search?query=Radishes,https://media.nedigital.sg/fairprice/90075818_XL1_20240724074007_b71a346c661c52e83a4ff6d643d83837.jpg,Passionfruit yellow,YayaPapaya Passionfruit Yellow,$9.65,https://www.fairprice.com.sg/search?query=Passionfruit yellow,https://media.nedigital.sg/fairprice/90090833_XL1_20240723132122_cc4313aaf0178e51ee05fd4135bf9c08.jpg,Mushrooms,Hokto Mushroom - Bunashimeji,$1.59,https://www.fairprice.com.sg/search?query=Mushrooms,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11212658_XL1_20240613.jpg,Sugar Snap Peas,Orgo Fresh Sweet Sugar Snap Peas 130g x 2,$3.88,https://www.fairprice.com.sg/search?query=Sugar Snap Peas,https://media.nedigital.sg/fairprice/90196364_XL1_20240722142430_e7b690c4cf76ed28c482d5087646fe9f.jpg,Black beans,Dr Gram Organic Black Bean - Green Flesh,$8.55,https://www.fairprice.com.sg/product/dr-gram-organic-black-bean-green-flesh-500-g-90032000,https://media.nedigital.sg/fairprice/90032000_XL1_20240718203700_9570e337b0e369ecb3827d1be7fdc2a5.jpg,"Total time: 40 minutes, Serves: 4

Wild blueberry blood orange ginger smoothie
Ingredients
2 (15-ounce/425g) cans black beans, undrained*
Sofrito
1 ½ tablespoons extra virgin olive oil
1 small red or yellow onion, diced
4 garlic cloves, chopped
1 jalapeño or serrano pepper, diced**
½ teaspoon ground cumin
1 ½ teaspoons dried Mexican oregano
½ teaspoon chipotle chile flakes or red pepper flakes***
1 ½ teaspoons kosher salt
Freshly cracked black pepper
1 pound (454g) fresh tomatoes or 1 (14-ounce/400g) can of diced tomatoes
Finishing
A glug of extra virgin olive oil****
A squeeze or two of lime juice
1 cup (16g) fresh cilantro leaves and stems, chopped


Instructions
Don’t drain the beans!

Prep the fresh tomatoes, if using. Wash, and then add to a food processor and pulse until pureed. Or grate the tomatoes using the wide holes of a box grater.

Make the sofrito. Heat a large sauté pan over medium heat with 1 ½ tablespoons of oil. Once hot, add the onion with a pinch of salt and cook until the onion has softened and is golden but not browned, 5 to 6 minutes, stirring occasionally. Add the garlic, jalapeño, cumin, oregano, and chipotle flakes (if using) and cook for 1 to 2 minutes, stirring frequently.

Add the diced tomatoes. Adjust the heat as needed to maintain a rapid simmer and cook until the tomatoes break down and most of the liquid has evaporated, 8 to 10 minutes. Season with the kosher salt and several cracks of black pepper.

Pour the black beans with their liquid into the sofrito. Bring to a simmer and simmer for 15 minutes until thickened and saucy. If it gets too thick, add a splash of vegetable broth if you have it, or water.

Stir in a glug of extra virgin olive oil, a squeeze of lime juice, and cilantro. Taste, and add salt/pepper or more lime juice to taste.

Source: https://rainbowplantlife.com/mexican-black-beans/"
Beets,Vietnam Beetroot,$2.99,https://www.fairprice.com.sg/product/vietnam-beetroot-500-g-90135064,https://media.nedigital.sg/fairprice/90135064_XL1_20240802101738_b41b7918258f1763d01193e9f1e0ba76.jpg,Donut peaches,Donut Peach,$4.95,https://www.fairprice.com.sg/search?query=Donut peaches,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13024402_XL1_20210824.jpg,Artichokes,Coelsanus Tomatoes In Sunflower Oil - Artichokes & Dried,$9.10,https://www.fairprice.com.sg/search?query=Artichokes,https://media.nedigital.sg/fairprice/90086693_XL1_20240714073143_d32bfad8f878225ae7e83feba5537427.jpg,Watercress,Yuan Zhen Yuan Watercress,$2.85,https://www.fairprice.com.sg/product/yuan-zhen-yuan-watercress-200-g-90187561,https://media.nedigital.sg/fairprice/90187561_XL1_20240802134029_8e935c943f5d11127b7f7a451208a29a.jpg,Dried Plums,Sun Q Organic Soft Dried Plums,$9.19,https://www.fairprice.com.sg/search?query=Dried Plums,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13237945_XL1_20230911.jpg,"Total time: 30 mins, Serves 2- 4, 

Vietnamese-Style Sauteed Artichokes
Ingredients:
Juice of 1 lemon
6 small artichokes
2 cloves garlic
1 tablespoon fish sauce
2 1/2 teaspoons lemon juice, plus 1 teaspoon lemon zest, or more to taste
3 tablespoons sunflower or other neutral oil
1 to 2 birdâ€™s eye chilies, minced, to taste
3/4 teaspoon ground black pepper
2 large spring onions, cut into quarters
3 tablespoons minced fresh dill

Instructions:
Squeeze the juice of one lemon into a bowl, and add about 1 cup water. Mix to combine.
Remove the leaves from the artichokes, cut lengthwise into quarters, and remove the choke, if necessary. Immediately put into the bowl of lemon juice-water, tossing to coat, to keep them from turning brown.
Peel and finely mince the garlic. Mix it with the fish sauce, 2 1/2 teaspoons lemon juice, and lemon zest. Set aside.
Drain artichokes. Add sunflower oil to a saute pan over high heat, and saute artichokes for 6 to 10 minutes, until golden brown. Add pepper, chiles, and spring onions 1 minute before the end of cooking, then drain off any excess oil, if necessary. Deglaze pan with garlic-fish sauce-lemon juice mixture. Garnish with dill, and serve.

Source: https://www.foodgal.com/2022/03/vietnamese-style-sauteed-artichokes/"
Strawberries,USA Strawberry,$7.95,https://www.fairprice.com.sg/search?query=Strawberries,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12164168_XL1_20230510.jpg,Yellow Watermelon,Pasar Yellow Watermelon,$6.95,https://www.fairprice.com.sg/search?query=Yellow Watermelon,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10745831_XL1_20221122.jpg,Garlic,Chef China Garlic - Pure White,$3.10,https://www.fairprice.com.sg/search?query=Garlic,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10734550_XL1_20221122.jpg,Celery,Freshco China Fresh Celery,$2.60,https://www.fairprice.com.sg/search?query=Celery,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13152295_XL1_20221122.jpg,Concord Grapes,Korean Kyoho Grapes,$19.95,https://www.fairprice.com.sg/product/korean-kyoho-grapes-450g-13091044,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13091044_XL1_20230830.jpg,"Total time: 45 mins, Serves: 4

Lentil and vegetable soup with crusty bread
Ingredients: 
Spray cooking oil
1 large red onion, finely diced
2 sticks celery, trimmed, diced
2 cloves garlic, peeled, finely diced
1 teaspoon ground turmeric
1 teaspoon ground cumin
1 medium sweet potato, peeled, cut into small cubes
4 medium sized tomatoes, roughly chopped
600 g canned no added salt brown lentils, drained, rinsed
300 ml reduced salt vegetable stock (see tips)
700 ml water
3 cups baby spinach leaves
1 tablespoon parsley, roughly chopped, to serve
4 slices crusty multigrain bread, toasted, to serve

Instructions:
Step 1 - Place a large pot over medium heat and spray with olive oil. Cook onion, celery and garlic and cook for 1-2 minutes, or until just softened.
Step 2 - Add the spices to the pan and cook for another 1-2 minutes until fragrant.
Step 3 - Add sweet potato, tomatoes, lentils, vegetable stock and water to the pot and bring to the boil. Reduce heat and simmer, partially covered, for 20-25 minutes or until sweet potato is tender, cooked through and soup has thickened. Stir through spinach.
Step 4 - Divide the soup between 4 bowls and serve with chopped parsley, cracked pepper and grainy bread.

Source: https://www.heartfoundation.org.au/recipes/lentil-and-vegetable-soup-with-crusty-bread"
Pomegranates,Farmy Farmy Pomegranate,$9.99,https://www.fairprice.com.sg/search?query=Pomegranates,https://media.nedigital.sg/fairprice/90174632_XL1_20240724074742_8650ee3624fb9205cbae842d99936e84.jpg,Passionfruit yellow,YayaPapaya Passionfruit Yellow,$9.65,https://www.fairprice.com.sg/search?query=Passionfruit yellow,https://media.nedigital.sg/fairprice/90090833_XL1_20240723132122_cc4313aaf0178e51ee05fd4135bf9c08.jpg,Cauliflower,Yuan Zhen Yuan Cauliflower China,$2.95,https://www.fairprice.com.sg/search?query=Cauliflower,https://media.nedigital.sg/fairprice/90187036_XL1_20240724091435_bf08229a3bacf9b8f1c072e9b0f9f29d.jpg,Kailan,Chef Hong Kong Kailan,$1.17,https://www.fairprice.com.sg/search?query=Kailan,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13236466_XL1_20230919.jpg,Blueberries,Fresh Blueberries,$3.90,https://www.fairprice.com.sg/search?query=Blueberries,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10632060_XL1_20201014.jpg,"Total time: 1 hour, Serves: 4

Roasted curried cauliflower
Ingredients:
1 head of cauliflower florets only
1/4 cup olive oil or melted coconut oil
1 tsp lemon zest
1/2 tsp turmeric powder
1/2 tsp cayenne pepper optional: please adjust to your taste, I like mine fairly spicy
1 tbsp curry powder
2 cloves garlic minced
Salt and pepper to taste
Chopped cilantro for garnishing
Spritz of lemon juice to serve

Instructions:
Preheat oven to 200C.
Line baking tray with parchment paper.
Mix all the spices in with the oil in a small bowl.
Place florets in a large mixing bowl.
Drizzle in the oil mixture over the cauliflower.
Use a spoon or spatula to coat florets well with the seasoning.
Spread out cauliflower on parchment lined tray in a single layer without overlapping.
Bake in the middle slot of the oven for 30-40 mins at 200C.
Garnish with chopped cilantro, and a little spritz of lemon juice.

Source: https://delishar.com/2014/10/roasted-curried-cauliflower.html"
Grapefruit,YayaPapaya Grapefruit,$1.30,https://www.fairprice.com.sg/search?query=Grapefruit,https://media.nedigital.sg/fairprice/90074788_XL1_20240723210059_cf3cff18244e1369060b088478034844.jpg,Yellow Tomatoes,Yuan Zhen Yuan Yellow Cherry Tomato,$2.72,https://www.fairprice.com.sg/search?query=Yellow Tomatoes,https://media.nedigital.sg/fairprice/90175095_XL1_20240723200927_2f6671187bbc1e48e745c75669a1f32b.jpg,White Peaches,Happy Fruits Air-flown Japan White Peach,$36.23,https://www.fairprice.com.sg/search?query=White Peaches,https://media.nedigital.sg/fairprice/90145868_XL1_20240722005206_20e9020006244c76a7c721cef503cc09.jpg,Japanese Green,Go Fresh Japanese Green,$1.48,https://www.fairprice.com.sg/search?query=Japanese Green,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12533584_XL1_20221122.jpg,Blackberries,Agroaguiar Blackberry,$5.50,https://www.fairprice.com.sg/search?query=Blackberries,https://media.nedigital.sg/fairprice/90055918_XL1_20240723020230_6926146394d98deb3d6958d1adad8e62.jpg,"Total time: 40 mins, Serves 2-3

Charred brussels sprouts with grapefruit and yuba
Ingredients:
2 tbsp oil
350g brussels sprouts, bases trimmed, halved
1/2 tsp salt
40g dried tofu sticks
Oil, as needed for deep-frying
3 tbsp Kewpie mayonnaise
3/4 tbsp Japanese rice vinegar
1 1/2 tbsp soy sauce
3/4 tsp sugar
45g Japanese pickled ginger, chopped
1 1/2 tsp sesame oil
1 large grapefruit
A handful of nori strips

Instructions:
350g brussels sprouts, bases trimmed, halved
1/2 tsp salt
40g dried tofu sticks
Oil, as needed for deep-frying
3 tbsp Kewpie mayonnaise
3/4 tbsp Japanese rice vinegar
1 1/2 tbsp soy sauce
3/4 tsp sugar
45g Japanese pickled ginger, chopped
1 1/2 tsp sesame oil
1 large grapefruit
A handful of nori strips

For the brussels sprouts, preheat the oven to 445Â°F/230Â°C. Meanwhile, in an ovenproof pan, preferably made of cast-iron, toss together 2 tbsp oil, 350g brussels sprouts (bases trimmed, halved) and 1/2 tsp salt.

Place the brussels sprouts cut side down in the pan and set the pan on high heat for a few minutes, or until the cut sides of the brussels sprouts turn light golden. Transfer the pan to the oven and roast for 10 to 15 minutes, or until the brussels sprouts are tender and charred.

For the tofu sticks, on high heat for 5 to 10 minutes, steam 40g dried tofu sticks.

Once the tofu sticks have softened up nicely, remove them from the steamer and snip them into 2-inch/5cm lengths with a pair of scissors.

To a sauce pan set on high heat, add oil (as needed for deep-frying). When the oil heats up to 300Â°F/150Â°C, add the tofu sticks. Cook for about a minute, turning occasionally until they puff and blister. They should hardly develop any colour. If the oil is too hot, the tofu sticks will brown too quickly and blisters will not form. Remove the fried tofu from the pan and transfer them to a paper towel-lined dish to drain.

For the dressing, in a small bowl, mix together 3 tbsp Kewpie mayonnaise, 3/4 tbsp Japanese rice vinegar, 1 1/2 tbsp soy sauce, 3/4 tsp sugar, 45g Japanese pickled ginger (chopped) and 1 1/2 tsp sesame oil.

To serve, with a knife, remove the skin and pith of 1 large grapefruit. Peel and cut the grapefruit into segments, then cut each segment into thirds crosswise. Place the grapefruit in a serving bowl or platter and toss with the brussels sprouts and tofu sticks.

Drizzle the dressing over everything and scatter over a handful of nori strips.

Source: https://sgpnoodles.substack.com/p/charred-brussels-sprouts-with-grapefruit "
